No.,URL,観光地名,最初の画像のURL,緯度,経度,エリア名,カテゴリー,条件,タグ,季節情報,開催期間,基本情報の備考欄,分類
1186,https://niigata-kankou.or.jp/spot/7304,胎内自然天文館,https://niigata-kankou.or.jp/image/rendering/attraction_image/2169/trim.900/3/2?v=ac9d4ba9909eb074e7eafb3fa32c3b2329f59e6d,38.02832828,139.5018847,村上・新発田エリア,"絶景・景勝地・天然記念物,観光施設","夫婦, 女性, ファミリー","こども, 自由研究, 夏休み",情報がありません,情報がありません,"バリアフリー対応（ただし観測室を除きます）_x000D_
身障者用トイレ、エレベーター設置_x000D_
おむつ交換台あり（ゴミは各自で処分お願いします）


_x000D_
・建物内で飲食はできません_x000D_
・出たゴミはお持ち帰りください_x000D_
・敷地内は全面禁煙、火気厳禁です_x000D_
・ペットを連れての入館はできません_x000D_
・幼児は無料となります（ただし保護者の同伴が必要です）_x000D_
・売店でのお買い物およびトイレの利用には入館料はかかりません_x000D_
・当日中は何度でも再入館できます。　受付で半券をご提示ください。_x000D_
・団体でのご利用に際しては、20名様未満でもご予約をお願いいたします。_x000D_
・身体障がい者手帳、療育手帳、精神障がい者保健福祉手帳及び胎内市障がい者控除対象者認定書をお持ちの方で_x000D_
　手帳等の提示があった場合は使用料、入館料または入園料が半額になります。_x000D_
　（手帳に第1種、第1種級の記載のある方および胎内市の認定書をお持ちの方については、付き添いの方も1名半額となります。）_x000D_
　その他詳細についてはお問い合わせください。_x000D_
・利用料金の減免措置もございます。詳細はお問い合わせください。",観光施設
1215,https://niigata-kankou.or.jp/spot/44145,樹下美術館,https://niigata-kankou.or.jp/image/rendering/attraction_image/146590/trim.900/3/2?v=f9491e83e948905550da2a57ae8a44d6ea9cc577,37.2062985,138.30841469999996,妙高・上越・糸魚川エリア,"観光施設, 美術館・博物館",情報なし,情報なし,情報がありません,情報がありません,情報がありません,観光施設
1230,https://niigata-kankou.or.jp/spot/44101,直江津D51レールパーク,https://niigata-kankou.or.jp/image/rendering/attraction_image/139584/trim.900/3/2?v=a69be89208e105bf3eeddb0030cd7b42396587e5,37.17118113955563,138.2466344656067,妙高・上越・糸魚川エリア,"歴史・文化, 観光施設",情報なし,情報なし,情報がありません,情報がありません,情報がありません,観光施設
1244,https://niigata-kankou.or.jp/spot/11582,鷹の巣温泉（えちごせきかわ温泉郷）,https://niigata-kankou.or.jp/image/rendering/attraction_image/7826/trim.900/3/2?v=e556b1c00db9f03949ce2f9e29e7679d5e0d86d8,38.07640502,139.5952293,村上・新発田エリア,"温泉・宿・サウナ, 温泉地",カード対応可,"風情ある, ほっこり温泉",情報がありません,情報がありません,"●泉質：ナトリウム塩化物硫酸塩泉_x000D_
●効能：慢性消化器病、神経痛、皮膚病、冷え症、筋肉痛、五十肩、うちみ、くじき、痔病_x000D_
●泉温：53度",温泉・サウナ
1254,https://niigata-kankou.or.jp/spot/7450,水の公園・福島潟遊水館,https://niigata-kankou.or.jp/image/rendering/attraction_image/130138/trim.900/3/2?v=800937619e74e9ef3c40baaaea8a80729ca4694c,37.91443714,139.2402237,新潟・阿賀エリア,"アウトドア・スポーツ,遊び,温泉・サウナ",情報なし,情報なし,情報がありません,情報がありません,情報がありません,温泉・サウナ
1258,https://niigata-kankou.or.jp/spot/43494,ごせん桜アロマ工房,https://niigata-kankou.or.jp/image/rendering/attraction_image/125044/trim.900/3/2?v=53b83da18e9c439d7989ab3e272b596c188e86ea,37.6907567,139.193081,新潟・阿賀エリア,観光施設,情報なし,情報なし,情報がありません,情報がありません,"席数：15席_x000D_
※新型コロナウイルス感染症拡大防止のため、配席数の減少を実施している場合があります。ご了承ください。
_x000D_
12月上旬～3月下旬の間はソフトクリーム、ジェラート、パフェ、サンデーはお休みです。カップの「ごせん桜アイス」は販売しております。",観光施設
1260,https://niigata-kankou.or.jp/spot/11608,折立温泉,https://niigata-kankou.or.jp/image/rendering/attraction_image/122372/trim.900/3/2?v=989e10413ffc462283a5d92b2615d7ccfe06f6f8,37.20620122,139.0620115,湯沢・魚沼エリア,温泉地,情報なし,"温泉, 自然に囲まれた温泉",情報がありません,情報がありません,"●泉質：単純温泉_x000D_
●主な効能：神経痛、リウマチ、動脈硬化症等_x000D_
●泉温：40～42度",温泉・サウナ
1264,https://niigata-kankou.or.jp/spot/7082,津南醸造（株）／「霧の塔」,https://niigata-kankou.or.jp/image/rendering/attraction_image/122202/trim.900/3/2?v=0445e71887f8627ba9daeb2ba52057d8257edeed,36.966742,138.672035,湯沢・魚沼エリア,"地酒・地ビール・ワイン,おみやげ,酒蔵見学",情報なし,情報なし,情報がありません,情報がありません,情報がありません,酒蔵見学
1267,https://niigata-kankou.or.jp/spot/11681,佐渡加茂湖温泉,https://niigata-kankou.or.jp/image/rendering/attraction_image/23168/trim.900/3/2?v=572690b62a61bcb43040f72721387ef0387f2d3b,38.084987,138.431511,佐渡エリア,温泉地,情報なし,情報なし,情報がありません,情報がありません,"●泉質：ナトリウム-炭酸水素塩泉_x000D_
●主な効能：切り傷・やけど・慢性皮膚病",温泉・サウナ
1273,https://niigata-kankou.or.jp/spot/7085,（資）竹田酒造店／「かたふね」,https://niigata-kankou.or.jp/image/rendering/attraction_image/1916/trim.900/3/2?v=bad92a816d4e9178f0837e19f49b140d2780f542,37.219218,138.313258,妙高・上越・糸魚川エリア,"地酒・地ビール・ワイン,おみやげ,酒蔵見学",情報なし,情報なし,情報がありません,情報がありません,情報がありません,酒蔵見学
1277,https://niigata-kankou.or.jp/spot/11390,畔地温泉,https://niigata-kankou.or.jp/image/rendering/attraction_image/3586/trim.900/3/2?v=ffd0b7954592b263fd376b8516d1020a69689761,37.05315791,138.961694,湯沢・魚沼エリア,"温泉地, 温泉宿泊施設",情報なし,情報なし,情報がありません,情報がありません,"●泉質：弱アルカリ単純温泉_x000D_
●適応症：神経症、冷え性　ほか_x000D_
●泉温：26.8度",温泉・サウナ
1317,https://niigata-kankou.or.jp/spot/11656,佐和田温泉,https://niigata-kankou.or.jp/image/rendering/attraction_image/23180/trim.900/3/2?v=2d9059ae75970dfd707556b89b1c2fee1e65b9e9,38.007796,138.297293,佐渡エリア,"温泉地, 温泉宿泊施設",情報なし,情報なし,情報がありません,情報がありません,"●泉質：ナトリウム-炭酸水素塩泉_x000D_
●主な効能：リウマチ、更年期障害、角化症_x000D_
●泉温：21．0度",温泉・サウナ
1336,https://niigata-kankou.or.jp/spot/7092,妙高酒造（株）／「妙高山」,https://niigata-kankou.or.jp/image/rendering/attraction_image/1920/trim.900/3/2?v=0bf78b8135ec69bb41312654ab618151b506dc27,37.100588,138.251127,妙高・上越・糸魚川エリア,"地酒・地ビール・ワイン,おみやげ,酒蔵見学",情報なし,情報なし,情報がありません,情報がありません,情報がありません,酒蔵見学
1337,https://niigata-kankou.or.jp/spot/7090,（株）武蔵野酒造／「スキー正宗」,https://niigata-kankou.or.jp/image/rendering/attraction_image/1918/trim.900/3/2?v=568c755bd8ee014ee04cea7b3ff05cdb852ab697,37.11711,138.249161,妙高・上越・糸魚川エリア,"地酒・地ビール・ワイン,おみやげ,酒蔵見学",情報なし,情報なし,情報がありません,情報がありません,製造期間は10月下旬から3月下旬,酒蔵見学
1340,https://niigata-kankou.or.jp/spot/5520,越後姫（いちご）〔新発田市〕,https://niigata-kankou.or.jp/image/rendering/attraction_image/1438/trim.900/3/2?v=7d3aa3b7afeb578c9345a0ac6a057e7a10177f0d,38.021817,139.318804,村上・新発田エリア,"食,フルーツ・野菜収穫",情報なし,情報なし,情報がありません,情報がありません,情報がありません,フルーツ・野菜収穫
1342,https://niigata-kankou.or.jp/spot/7058,長谷川酒造（株）／「越後雪紅梅」,https://niigata-kankou.or.jp/image/rendering/attraction_image/161993/trim.900/3/2?v=10f3f4f0e2f6fe50b34b60cbabb889128b42f76a,37.41258417441735,138.84502483068846,長岡・柏崎エリア,"地酒・地ビール・ワイン,おみやげ,酒蔵見学",情報なし,情報なし,情報がありません,情報がありません,情報がありません,酒蔵見学
1346,https://niigata-kankou.or.jp/spot/11621,くわどり湯ったり村,https://niigata-kankou.or.jp/image/rendering/attraction_image/153505/trim.900/3/2?v=1677a265c128aa6877f53bcb0a8b752bf851342e,37.0843136,138.13561189999996,妙高・上越・糸魚川エリア,"温泉宿泊施設,温泉・サウナ",ユニバーサルデザイン情報有,情報なし,情報がありません,情報がありません,"●泉質：アルカリ性単純温泉_x000D_
●効能：神経痛、筋肉痛、関節痛、五十肩、冷え症、痔疾など",温泉・サウナ
1372,https://niigata-kankou.or.jp/spot/43695,割烹旅館　日本海,https://niigata-kankou.or.jp/image/rendering/attraction_image/119820/trim.900/3/2?v=d596ed13f0b84f186920aa4bf709a316a67790f5,37.24050327946435,138.33872475029716,妙高・上越・糸魚川エリア,温泉・宿・サウナ,情報なし,情報なし,情報がありません,情報がありません,情報がありません,温泉・サウナ
1386,https://niigata-kankou.or.jp/spot/11631,上越リゾートセンターくるみ家族園,https://niigata-kankou.or.jp/image/rendering/attraction_image/3692/trim.900/3/2?v=cfaf6e4fcff63b52bfa0e696253e46a266a81115,37.16667225,138.3017008,妙高・上越・糸魚川エリア,温泉・サウナ,情報なし,情報なし,情報がありません,情報がありません,情報がありません,温泉・サウナ
1422,https://niigata-kankou.or.jp/spot/11331,出湯共同浴場,https://niigata-kankou.or.jp/image/rendering/attraction_image/22174/trim.900/3/2?v=2de60e140f08413d8a7faa382a6f252dc7a3f01d,37.817844,139.299635,新潟・阿賀エリア,温泉・サウナ,情報なし,情報なし,情報がありません,情報がありません,"●泉質：単純温泉
●効能：神経痛、疲労回復など

【日帰り入浴料金】
●大人：200円
●小人(小学生以下)：100円",温泉・サウナ
